View,ID,Name,Group Name,Common Name,Order,Notes,Transfer to ID,ID Key,Databased,Traditional,Modern,Active,
453,453,ORTHOTRICHACEAE,Bryophytes,null,ORTHOTRICHALES,null,null,null,FALSE,null,null,TRUE,
245,245,OSMUNDACEAE,Pteridophytes,null,OSMUNDALES,null,null,"1. Sterile leaves 2-pinnate, nearly all pinnules unlobed, abaxially without tufts of hairs near base; fertile leaves similar to sterile leaves except the terminal pinnae completely covered in sporangia [S#3066](Osmunda spectabilis)
1. Sterile leaves 1-pinnate, the pinnae deeply lobed, abaxially with tufts of hairs near base; fertile leaves completely covered in sporangia, lacking green blades [S#2893](Osmundastrum cinnamomeum)
",TRUE,null,null,TRUE,
246,246,OXALIDACEAE,Dicots,null,OXALIDALES,null,null,null,TRUE,null,null,TRUE,
486,486,PALLAVICINIACEAE,Bryophytes,null,PALLAVICINIALES,null,null,null,FALSE,null,null,TRUE,
247,247,PALMAE,Monocots,null,ARECALES,null,21,null,FALSE,null,null,FALSE,
248,248,PANDANACEAE,Monocots,null,PANDANALES,null,null,null,TRUE,null,null,TRUE,
249,249,PAPAVERACEAE,Dicots,null,RANUNCULALES,null,null,"1. Leaves compound; flowers zygomorphic [2]
1. Leaves simple; flowers actinomorphic [3]
2. Corolla yellow; fruit elongate, several-seeded, dehiscent; seed with an elaiosome [G#362](Corydalis)
2. Corolla white, pink, to purple; fruit spherical, 1-seeded, indehiscent; seed without an elaiosome [G#527](Fumaria)
3. Leaf blades with prickles; fruit an apically 3- to 7- valvate capsule [G#132](Argemone)
3. Leaf blades without prickles; fruit not an apically 3- to 7- valvate capsule [4]
4. Plant annual, caulescent; leaf blade pinnately veined and often pinnately lobed or toothed; stigmas several from a sessile disc; fruit an apically 5- to 18-porate capsule [G#883](Papaver)
4. Plant perennial, rhizomatous, acaulescent; leaf blade palmately veined and palmately lobed; stigma 1, on a short style; fruit a basally 2-valvate capsule  [G#1087](Sanguinaria)",TRUE,null,null,TRUE,
250,250,PARKERIACEAE,Pteridophytes,null,POLYPODIALES,null,364,null,FALSE,null,null,FALSE,
382,382,PARNASSIACEAE,Dicots,null,CELASTRALES,null,null,"1. Annual herb, 0.5-3 cm tall; leaf blades 2-6 mm long; petals 0–0.4 mm long, much shorter than the sepals; stigmas 3; capsules 3-valved [S#3172](Lepuropetalon spathulatum)
1. Perennial herb, 20-60 cm tall; leaf blades 20-100 mm long; petals 3–22 mm, usually longer than the sepals; stigmas 4; capsules 4-valved [G#886](Parnassia)
",TRUE,null,null,TRUE,
251,251,PASSIFLORACEAE,Dicots,null,MALPIGHIALES,The recent preference seems to be to include Malesherbia and Turneraceae in this family (Sun et al. 2016).,null,null,TRUE,null,null,TRUE,
378,378,PAULOWNIACEAE,Dicots,null,LAMIALES,null,null,null,TRUE,null,null,TRUE,
252,252,PEDALIACEAE,Dicots,null,LAMIALES,null,null,"1. Leaf blades ovate, oblong, or rarely obovate; basal leaf blades often >7 cm long or wide, sometimes deeply 3-lobed or occasionally leaves trifoliolate, if <7 cm long then shallowly 3-lobed or not broadly subcordate; flowers with a staminode; fruit not or hardly subtruncate at apex, without angular horns but with a conspicuous terminal beak [S#1454](Sesamum indicum)
1. Leaf blades broadly ovate-subcordate to less often rotund, elliptical, or slightly obovate; basal leaf blades <7 cm long or wide, sometimes broadly subcordate or only shallowly 3-lobed; flowers without a staminode; fruit subtruncate at apex, with a subdeltoid to linear horn at each of the outer edges of the apex, terminal beak inconspicuous or absent [S#328](Sesamum trilobum)
",TRUE,null,null,TRUE,
415,415,PENTAPHYLACACEAE,Dicots,null,ERICALES,null,null,null,TRUE,null,null,TRUE,
379,379,PENTHORACEAE,Dicots,null,SAXIFRAGALES,null,null,null,TRUE,null,null,TRUE,
380,380,PETIVERIACEAE,Dicots,null,CARYOPHYLLALES,"Petiveria and Rivina appear to be sister to Nyctaginaceae, although this relationship has received poor support so far (Brockington et al. 2011; Thulin et al. 2016; Yang et al. 2017).",257,null,FALSE,null,null,FALSE,
256,256,PHRYMACEAE,Dicots,null,LAMIALES,null,null,"1. Leaf blade margin mostly sinuate-dentate, the sinuses U-shaped; inflorescence a solitary, axillary flower; calyx 11-18 mm long; corolla 15-28 mm long; fruit 8-12 mm long, erect or spreading [S#2122](Mimulus alatus)
1. Leaf blade margin mostly crenate-dentate, the sinuses V-shaped; inflorescence a terminal spike with several flowers; calyx 3-6 mm long; corolla 6-11 mm long; fruit 4-8 mm long, strongly deflexed, pointing downward [S#3692](Phryma leptostachya)
",TRUE,null,null,TRUE,
406,406,PHYLLANTHACEAE,Dicots,null,MALPIGHIALES,null,null,"1. Herbs [G#931](Phyllanthus)
1. Shrubs to trees [2]
2. Leaves 3-foliolate; trees to 30 m [S#1498](Bischofia javanica)
2. Leaves simple (on deciduous lateral branches in some Phyllanthus); herbs, shrubs, or small trees to 10 m [3]
3. Ultimate branchlet flat and widened into cladodes with multiple parallel veins and numerous nodes towards the apex; leaves scale-like, caducous, and inconspicuous [S#217](P. angustifolius)
3. Ultimate branches terete with well developed leaves, not developed into cladodes [4]
4. Plants dioecious; leaf blade broadly rounded, obtuse, to subemarginate at the apex; fruit a dry capsule [S#2176](Heterosavia bahamensis)
4. Plants monoecious; leaf blade acute at the apex; fruits fleshy and berry-like [5]
5. Lateral branches not deciduous; leaf blade acute at the base [S#169](Flueggea virosa subsp. melanthesoides)
5. Lateral branchlets deciduous; leaf blade broadly rounded to broadly acute at the base [6]
6. Leaf blades green or variegated; staminate sepals connate for most of their length; nectary disk absent [S#301](Breynia disticha)
6. Leaf blades green; staminate sepals connate at the base; nectary disk presen; [S#416](Phyllanthus acidus)",TRUE,null,null,TRUE,
257,257,PHYTOLACCACEAE,Dicots,null,CARYOPHYLLALES,null,null,"1. Annual; leaves opposite or appearing whorled [S#1773](Gisekia pharnacioides)
1. Perennial; leaves alternate [2]
2. Vine with stems arising from large above-ground tubers; inflorescence a panicle [S#1580](Agdestis clematidea)
2. Herbs, shrubs, or vines without large above-ground tubers; inflorescence a raceme, spike, or dichasium [3]
3. Petioles to 1(1.5) cm long; leaves with a garlic-like or foul odor; inflorescence a virgate spike-like raceme; fruit an achene with reflexed spinose tips [S#2822](Petiveria alliacea)
3. Petioles to 4(8) cm long; leaves lacking a garlic-like or foul odor; inflorescence a raceme, not virgate; fruit a berry [4]
4. Sepals 5(-8); carpels and styles 6-12; fruit 6-11 mm wide  [S#3668](Phytolacca americana)
4. Sepals 4; carpel 1, style absent or 1; fruit 2-6 mm wide [5]
5. Perennial herb to subshrub; stamens 4; style present; stigma capitate; berries red to orange or yellow [S#3672](Rivina humilis)
5. Woody vine or shrub; stamens 8-13; style absent; stigma penicillate; berries black [S#2032](Trichostigma octandrum)
",TRUE,null,null,TRUE,
381,381,PICRAMNIACEAE,Dicots,null,PICRAMNIALES,null,null,"1. Leaflets 11-31 per leaf, the leaflets 1-2.5 cm long, 0.5-1.5 cm wide; fruit a samara [s#757](Alvaradoa amorphoides)
1. Leaflets 3-9 per leaf, the leaflets 3-12 cm long, 1-5 cm wide; fruit a berry [s#762](Picramnia pentandra)",TRUE,null,null,TRUE,
454,454,PILOTRICHACEAE,Bryophytes,null,HOOKERIALES,null,null,null,FALSE,null,null,TRUE,
258,258,PINACEAE,Gymnosperms,null,PINALES,null,null,null,TRUE,null,null,TRUE,
259,259,PIPERACEAE,Dicots,null,PIPERALES,null,null,"1. Epiphytic or terrestrial herbs; floral bracts glabrous or gland-dotted [G#909](Peperomia)
1. Terrestrial shrubs to trees; floral bracts ciliate [G#945](Piper)",TRUE,null,null,TRUE,
260,260,PITTOSPORACEAE,Dicots,null,APIALES,null,null,null,TRUE,null,null,TRUE,
487,487,PLAGIOCHILACEAE,Bryophytes,null,JUNGERMANNIALES,null,null,null,FALSE,null,null,TRUE,
262,262,PLANTAGINACEAE,Dicots,null,LAMIALES,null,null,"1. Perianth absent [G#232](Callitriche)
1. Perianth present [2]
2. Leaves all basal [G#956](Plantago)
2. Leaves basal and cauline, or all cauline [3]
3. Corolla spurred (sometimes subtle) [4]
3. Corolla not spurred [5]
4. Leaves broadly ovate; corolla yellow and purple [S#1788](Kickxia spuria)
4. Leaves generally linear; corolla pink, blue, to violet [G#704](Linaria)
5. Leaves (at least some) whorled [6]
5. Leaves opposite, subopposite, to alternate [9]
6. Leaves scale-like, highly reduced relative to the size of the plant [S#296](Russelia equisetiformis)
6. Leaves not scale-like, not highly reduced [7]
7. Flowers in elongate spikes [S#1060](Veronicastrum virginicum)
7. Flowers axillary [8]
8. Proximally the leaves dissected, usually submerged, or if not then the pedicel longer than the flower [G#702](Limnophila)
8. Leaves never dissected, pedicel shorter than the flower [S#1516](Stemodia durantifolia)
9. Vines [G#762](Maurandya)
9. Herbs [10]
10. Pedicel with 2 foliaceous bracts at its base [G#766](Mecardonia)
10. Pedicel with 1 bract at its base and 1 distal just below sepals [11]
11. Annuals, emergent aquatics, or prostrate to decumbent herbs [12]
11. Stiffly ascending to erect perennials [15]
12. Fruit compressed, the apex notched or with a sinus [G#1282](Veronica)
12. Fruit globose to cylindric, the apex tapering [13]
13. Leaves pinnatifid [S#152](Leucospora multifida)
13. Leaves entire to toothed [14]
14. Sepals unequal, distinctly dissimilar [G#160](Bacopa)
14. Sepals subequal and similar [G#563](Gratiola)
15. Caulines leave alternate distally, opposite proximally [S#1876](Misopates orontium)
15. Cauline leaves opposite [16]
16. Stamens 2 [17]
16. Stamens 4 [18]
17. Leaves not papillose, not revolue; flowers pedicellate [G#563](Gratiola)
17. Leaves papillose, margin revolute often; flowers sessile or subsessile [G#1723](Sophronanthe)
18. Plant somewhat subscapose, the basal leaves often rosette-forming, basal and proximal-most leaves typically petiolate with somewhat elliptic or obovate blades, the cauline or distal leaves epetiolate and somewhat elongate or linear, internodes rather elongate [G#905](Penstemon)
18. Plant not scapose, the leaves all generally similar, not rosette-forming, internodes not particularly elongate [19]
19. Corolla 10-20 mm long [S#266](Angelonia gardneri)
19. Corolla 2-5 mm long [G#1115](Scoparia)
",TRUE,null,null,TRUE,
263,263,PLATANACEAE,Dicots,null,PROTEALES,null,null,null,TRUE,null,null,TRUE,
265,265,PLUMBAGINACEAE,Dicots,null,CARYOPHYLLALES,null,null,"1. Leaves all basal; petals free nearly to the base; stamens adnate to the petals [S#3131](Limonium carolinianum)
1. Leaves primarily cauline; petals connate for most of their length; stamens free from petals [G#967](Plumbago)
",TRUE,null,null,TRUE,
266,266,POACEAE,Monocots,null,POALES,null,null,null,TRUE,null,null,TRUE,
267,267,PODOCARPACEAE,Gymnosperms,null,PODOCARPALES,null,null,"1. Leaves opposite to subopposite; leaf blade ovate to lanceolate [F#267](Nageia nagi)
1. Leaves alternate to pseudowhorled; leaf blade linear-oblong [S#228](Podocarpus macrophyllus)
",TRUE,null,null,TRUE,
268,268,POLEMONIACEAE,Dicots,null,ERICALES,null,null,"1. Leaves pinnatifid with linear segments [S#813](Ipomopsis rubra)
1. Leaves entire and unlobed [G#923](Phlox)
",TRUE,null,null,TRUE,
269,269,POLYGALACEAE,Dicots,null,FABALES,null,null,"1. Lower petal (keel) lacking a terminal crest [G#1493](Asemeia)
1. Lower petal (keel) with a brush-like or multi-lobed crest [G#979](Polygala)",TRUE,null,null,TRUE,
270,270,POLYGONACEAE,Dicots,null,CARYOPHYLLALES,null,null,"1. Ocrea absent; leaves whorled or predominantly basal [G#488](Eriogonum)
1. Ocrea present (a nodal sheath arising from the base of the petiole and sheathing the stem above the petiole), sometimes obscure or fibrous; leaves alternate and cauline [2]
2. Shrubs or trees [3]
2. Herbs or vines [4]
3. Young stems solid; ocrea persistent; fruit a fleshy berry; ectomycorrhizal with mushroom-forming fungi [G#332](Coccoloba)
3. Young stems hollow; ocrea caducous; fruit a winged achene; not ectomycorrhizal [S#4312](Triplaris melaenodendron)
4. Vines with tendrils [5]
4. Herbs or vines without tendrils [6]
5. Leaf blade base usually cordate, the sinus often as long as the petiole, blade with conspicuous reticulate venation; tepals pink, rarely white to yellowish [S#1578](Antigonon leptopus)
5. Leaf blade base truncate to cordate, if cordate the sinus shorter than the petiole, blade reticulate venation obscure; tepals green to greenish white [S#3124](Brunnichia ovata)
6. Branch bases adnate to the stem, appearing to arise above the node [G#982](Polygonella)
6. Branches appearing directly from the node, not adnate to the stem [7]
7. Tepals 6 (rarely 5) [8]
7. Tepals 3-5 [9]
8. Flowers unisexual; outer 3 tepals of pistillate flowers each with apex ending in stout spine [S#1371](Emex spinosa)
8. Flowers bisexual or, rarely, unisexual; outer 3 tepals each without apex ending in stout spine [G#1066](Rumex)
9. Outer tepals winged or keeled [10]
9. Outer tepals without wings or keels [11]
10. Vines, sometimes scandent or sprawling; larger leaf blades 2-7 cm wide; stigmas capitate [G#1519](Fallopia)
10. Erect herbs; larger leaf blades 4.5-30 cm wide; stigmas fimbriate [S#4388](Reynoutria japonica)
11. Tepals free; achenes exserted [S#1913](Fagopyrum esculentum)
11. Tepals connate for at least part of their length; achenes exserted or not [12]
12. Ocreae chartaceous, usually tan, brown, or reddish, rarely silvery, glabrous or scabrous to variously pubescent, never 2-lobed distally, often tearing with age; tepals generally with 3 main veins from the base [G#1518](Persicaria)
12. Ocreae often hyaline, silvery, glabrous, 2-lobed distally, often disintegrating into fibers or completely; tepals generally with 1 primary vein from the base [G#982](Polygonum)
",TRUE,null,null,TRUE,
271,271,POLYPODIACEAE,Pteridophytes,null,POLYPODIALES,null,null,"1. Plant base with sterile shield or nest leaves which become brown and persistent [2] 
1. Plant base without shield or nest leaves [3]
2. Fertile leaves pinnately lobed [S#4318](Drynaria quercifolia)
2. Fertile leaves distally lobed [S#4189](Platycerium bifurcatum)
3. Leaves simple [4]
3. Leaves pinnately lobed or divided or 1-pinnate [8] 
4. Leaf blade underside with scales [S#2915](P. astrolepis)
4. Leaf blade underside glabrous or glabrate [5]
5. Sporangia in marginal bands [S#2726](P. marginata)
5. Sporangia in discrete rounded sori [6]
6. Leaves densely clustered, nearly cespitose on short-creeping stem [G#243](Campyloneurum)
6. Leaves well separated, along a long-creeping stem [7]
7. Leaf blade apex rounded to obtuse [G#783](Microgramma)
7. Leaf blade apex acute to long-acuminate [G#933](Microsorum)
8. Leaves 1-pinnate, the rachis naked between the pinnae [S#4030](Serpocaulon triseriale)
8. Leaves pinnately deeply lobed or divided [9]
9. Leaf blade segments 1-7 mm wide, the lower surface glabrate or with scales [10]
9. Leaf blade segments 15-60 mm wide, the lower surface glabrous or glabrate [11]
10. Leaf blade lower surface glabrate or sparsely covered in basifixed scales; segments in 5-20 pairs per leaf [G#893](Pecluma)
10. Leaf blade lower surface densely covered in peltate scales; segments in 20-50 pairs per leaf [G#964](Pleopeltis)
11. Stem sparsely to moderately covered with appressed to spreading scales; leaf blade cuneate or acute at base, sori not apparent from the upper surface [G#933](Microsorum)
11. Stem densely villous with reddish or orangish scales; leaf blade truncate to cordate at base, sori often visibly apparent and forming tubercles on the upper surface [S#3613](Phlebodium aureum)
",TRUE,null,null,TRUE,
455,455,POLYTRICHACEAE,Bryophytes,null,POLYTRICHALES,null,null,null,FALSE,null,null,TRUE,
272,272,PONTEDERIACEAE,Monocots,null,COMMELINALES,null,null,"1. Sessile leaves spirally-alternate, petiolate leaves when present non-pulvinate, blade membranous; inflorescence reduced to a solitary cincinnus; stamens (1-)3, staminodes sometimes present; septal nectaries absent; stigma unevenly trilobate [G#605](Heteranthera)
1. Sessile leaves distichously alternate, petiolate leaves always present and pulvinate, blade chartaceous to coriaceous; inflorescence a 2-many branched thyrsi (rarely reduced to a solitary flower); stamens 6, staminodes absent; septal nectaries present (if absent, then flowers pedicellate and anthers poricidal); stigma capitate or trilobate, rarely trifid (Pontederia s.lat.) [2]
2. Ovary 1-locular by abortion, fertile locule 1-ovulate, placentation pendulous; fruit an achene, anthocarp hardened, ridges sinuate, toothed or echinate; seeds smooth (Pontederia subg. Pontederia) [G#993](Pontederia)
2. Ovary 3-locular, locules many-ovulate, placentation axial; fruit a capsule, anthocarp thin to thickened, if thickened ridges smooth; seeds longitudinally winged [3]
3. Stems erect, not stoloniferous; leaf blade base cordate; inflorescence paniculate (Pontederia subg. Cabanisia) [S#1320](E. paniculata)
3. Stems trailing, often stoloniferous; leaf blade base rounded to truncate; inflorescence spicate [4]
4. Plants typically rooted in mud; sessile leaves alternate on elongate stem; inflated petioles absent; perianth limb lobe margins erose(Pontederia subg. Eichhornia) [S#4170](E. azurea)
4. Plants typically free-floating or stranded; sessile leaves produced in rosette; petioles commonly inflated; perianth limb lobe margins entire (Pontederia subg. Oshunae) [S#1319](E. crassipes)
",TRUE,null,null,TRUE,
488,488,PORELLACEAE,Bryophytes,null,PORELLALES,null,null,null,FALSE,null,null,TRUE,
273,273,PORTULACACEAE,Dicots,null,CARYOPHYLLALES,null,null,null,TRUE,null,null,TRUE,
274,274,POTAMOGETONACEAE,Monocots,null,ALISMATALES,null,null,"1. Stipular sheaths of submersed leaves free from base of leaf blade or adnate for less than 1/2 length of stipule; leaves both submersed and floating or all submersed, submersed blades translucent, flattened, not channeled; peduncle stiff, sometimes projecting inflorescence above surface of water [G#998](Potamogeton)
1. Stipular sheaths of submersed leaves adnate to base of leaf blade for 2/3 or more length of stipule; leaves all submersed, blades opaque, turgid, channeled; peduncle flexible, not projecting inflorescence above surface of water [S#2164](Stuckenia pectinata)
",TRUE,null,null,TRUE,
456,456,POTTIACEAE ,Bryophytes,null,POTTIALES,null,null,null,FALSE,null,null,TRUE,
275,275,PRIMULACEAE,Dicots,null,ERICALES,"This family may likely need to be expanded to include Myrsinaceae, Samolaceae, and Theophrastaceae.",null,"1. Herbs [2]
1. Shrubs or trees [4]
2. Leaves in a basal rosette; inflorescence an umbel [S#3594](Primula meadia)
2. Leaves cauline or basal; inflorescence a raceme, panicle, or flowers solitary [2]
3. Flowers solitary [G#737](Lysimachia)
3. Flowers in a raceme or panicle [G#1086](Samolus)
4. Leaf blade spinose at the tip [S#1596](Bonellia macrocarpa)
4. Leaf blade generally rounded, obtuse, or emarginate at the tip, sometimes with a mucro [5]
5. Inflorescences in numerous subsessile fascicles along 3-30 cm of the stem, all to nearly half of it occurring below the leafy parts of the stem, the flowers subsessile [S#3811](Myrsine cubana)
5. Inflorescences pedunculate and/or the flowers pedicellate, terminal or axillary, above or interspersed with the leaves or below the leafy parts of the stems [6]
6. Inflorescence umbellate or paniculate; staminodes absent; fruit drupaceous, seed  [G#130](Ardisia)
6. Inflorescence racemose; staminodes at apex of corolla tube; fruit a berry, seeds 2-8 [G#649](Jacquinia)",TRUE,null,null,TRUE,
276,276,PROTEACEAE,Dicots,null,PROTEALES,null,null,null,TRUE,null,null,TRUE,
277,277,PSILOTACEAE,Pteridophytes,null,PSILOTALES,null,null,null,TRUE,null,null,TRUE,
364,364,PTERIDACEAE,Pteridophytes,null,POLYPODIALES,null,null,"1. Leaves linear, simple [S#2719](Vittaria lineata)
1. Leaves pinnately divided [2]
2. Annuals, floating or loosely rooted in flooded or extremely saturated soils [G#285](Ceratopteris)
2. Perennials, firmly rooted in xeric to saturated soils or rocky areas [3]
3. Sporangia borne directly on reflexed marginal lobes of ultimate segments, lobes separate and distinct; veins of ultimate blade segments prominent, dichotomously branched, essentially parallel distally [G#56](Adiantum)
3. Sporangia borne on abaxial leaf surface or, if seemingly attached to marginal lobes of ultimate segments, lobes confluent and poorly defined; veins of ultimate blade segments obscure or, if prominent, then pinnately branched and more divergent distally [2]
4. Blade lower surface with white or yellow farina (this sometimes lost in heat-treated specimens); sporangia following veins for most of length [G#960](Pityrogramma)
4. Blade lower surface without white or yellow farina; sporangia submarginal or completely covering surface [4]
5. Leaves usually more than 1 m; veins strongly anastomosing throughout, forming several rows of areoles between costa and margin; Sporangia covering entire abaxial surface on fertile pinnae;; [G#53](Acrostichum)
5. Leaves <1 m long in most species (>1 m in Pteris tripartita); veins free or rarely anastomosing, not forming several rows of areoles between costa and margin; sporangia confined to marginal sori [5]
5. Petioles longitudinally with 2-3 grooves [G#1018](Pteris)
5. Petioles longitudinally with 1 groove or terete [6]
6. Blade lower surface hairy, scaly, or glandular [G#1735](Myriopteris)
6. Blade lower surface glabrous to glabrate [G#902](Pellaea)
",TRUE,null,null,TRUE,
457,457,PTEROBRYACEAE,Bryophytes,null,HYPNALES,null,null,null,FALSE,null,null,TRUE,
489,489,PTILIDIACEAE,Bryophytes,null,PTILIDIALES,null,null,null,FALSE,null,null,TRUE,
458,458,PTYCHOMITRIACEAE,Bryophytes,null,GRIMMIALES,null,null,null,FALSE,null,null,TRUE,
278,278,PUNICACEAE,Dicots,null,MYRTALES,null,null,null,FALSE,null,null,TRUE,
407,407,PUTRANJIVACEAE,Dicots,null,MALPIGHIALES,null,null,null,TRUE,null,null,TRUE,
459,459,RACOPILACEAE,Bryophytes,null,HYPNODENDRALES,null,null,null,FALSE,null,null,TRUE,
490,490,RADULACEAE,Bryophytes,null,PORELLALES,null,null,null,FALSE,null,null,TRUE,
282,282,RANUNCULACEAE,Dicots,null,RANUNCULALES,null,null,"1. Herbs or vines; leaves opposite [G#321](Clematis)
1. Herbs or shrubs; leaves alternate, sometimes pseudowhorled or basal [2]
2. Acaulescent; leaves all basal; inflorescence basal with foliaceous bracts dissimilar to the leaves [G#103](Anemone)
2. Caulescent; some leaves cauline; inflorescence cauline [3]
3. Shrub (but sometimes unbranched aboveground); all leaves crowded in a pseudowhorl at the stem apex [S#3989](Xanthorhiza simplicissima)
3. Herb; at least some leaves distant, not all leaves crowded at stem apex [4]
4. Leaves regularly divided into linear lobes 1-2 mm wide; flowers zygomorphic [G#410](Delphinium)
4. Leaves simple or compound, if lobed the lobes >2 mm wide and not linear; flowers actinomorphic [5]
5. Leaves compound and the leaflets with numerous acute-tipped teeth; fruit a berry [S#3205](Actaea pachypoda)
5. Leaves simple or compound, if compound the leaflets entire or with few rounded teeth; fruit not a berry [6]
6. Leaves simple (sometimes deeply divided), trifoliolate, or palmately once-compound; sepals green; petals yellow to white, unspurred  [G#1034](Ranunculus)
6. Leaves compound, at least some 2- to 3-compound; sepals green, yellow, pink, red, to white; petals absent or yellow with a red spur [7]
7. Leaflets entire or coarsely and shallowly lobed, the sinuses ⅓ or less the length of the leaflet; fruit an achene [G#1213](Thalictrum)
7. Leaflets usually lobed, many with sinuses ½ or more the length of the leaflet; fruit a follicle [8]
8. Leaflets eglandular; flowers pendent; sepals 5, red or greenish; petals 5, yellow to yellow-green with a red spur [S#3980](Aquilegia canadensis)
8. Leaflets glandular-apiculate; flowers spreading to erect; sepals 5, white; petals absent [S#1006](Enemion biternatum)
",TRUE,null,null,TRUE,
286,286,RHAMNACEAE,Dicots,null,ROSALES,null,null,"1. Leaves mostly opposite to subopposite, sometimes some alternate [2]
1. Leaves all alternate [4]
2. Stems mostly lax to scandent and often thorny; leaf blades toothed along the margins; inconspicuous petals present and shorter than the sepals [S#2024](Sageretia minutiflora)
2. Stems generally erect and without thorns; leaf blades entire (often notched at the apex); sepals present but petals lacking [3]
3. Bark becoming fissured and cracking; leaf blades chartaceous to subcoriaceous, with the lateral veins ascending-arcuate, the midrib light green and only lightly contrasting with the blade surface; sepals keeled [S#3386](Krugiodendron ferreum)
3. Bark nearly smooth, only lightly fissured; leaf blades coriaceous, with the lateral veins nearly straight and ascending-perpendicular, the midrib white to pale yellow and strongly contrasting with the blade surface; sepals not keeled [S#2018](Reynosia septentrionalis)
4. Vines, twining or with tendrils [5]
4. Shrubs (sometimes scandent) to trees [6]
5. Twining vine; leaf margins entire to undulate-crenate; fruit a drupe [S#3800](Berchemia scandens)
5. Vine with tendrils; leaf margins with distinctly notched or protruding teeth; fruit a winged schizocarp [S#3713](Gouania lupuloides)
6. Stems armed with thorns or stipular spines [7]
6. Stems unarmed [8]
7. Stems with axillary, often leafy thorns; leaf blades not trinerved, only with a midrib [S#1177](Pseudoziziphus celata)
7. Stems often with stipular spines; leaf blades trinerved from the base [G#1320](Ziziphus)
8. Leaf blades trinerved from the base, the veins reaching beyond mid-blade, the blade 0.1-6 cm long [G#273](Ceanothus)
8. Leaf blades pinnately veined or if appearing trinerved, the veins merging with the margin or evanescent by mid-blade, the blade mostly 4-16 cm long [9]
9. Leaf blade margin entire, obscurely crenulate to serrulate, to strongly serrate, sometimes glandular, glabrous to densely pubescent on the lower surface; inflorescence a thyrse; ovary semi-inferior; fruit leathery to dry, dehiscent [G#342](Colubrina)
9. Leaf blade margin obscurely crenulate to serrulate, eglandular, sparsely pubescent along the veins of the lower surface; inflorescence a corymbiform fascicle; ovary superior; fruit fleshy, indehiscent [S#3140](Frangula caroliniana)
",TRUE,null,null,TRUE,
460,460,RHIZOGONIACEAE,Bryophytes,null,RHIZOGONIALES,null,null,null,FALSE,null,null,TRUE,
287,287,RHIZOPHORACEAE,Dicots,null,MALPIGHIALES,null,null,"1. Adventitious prop-roots absent; leaf blade apex sharply acute, the larger blades >11 cm long; sepals and petals 8-14, petals bilobed [S#4390](Bruguiera gymnorhiza)
1. Adventitious prop-roots present; leaf blade apex obtuse, the larger blades mostly <11 cm long; sepals and petals 4, entire [S#3926](Rhizophora mangle)
",TRUE,null,null,TRUE,
492,492,RICCIACEAE,Bryophytes,null,MARCHANTIALES,null,null,null,FALSE,null,null,TRUE,
414,414,RORIDULACEAE,Dicots,null,ERICALES,null,null,null,TRUE,null,null,TRUE,
